"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1234772339725758466","x1321764697184481281",2020-10-29 10:43:55,"yama_dt33","<U+304A><U+75B2><U+308C><U+69D8><U+3067><U+3059><U+2728>

<U+91CE><U+83DC><U+3092><U+305F><U+304F><U+3055><U+3093><U+98DF><U+3079><U+307E><U+3057><U+3087><U+3046><U+306E><U+65E5><U+0001F96C>
<U+5BD2><U+3044><U+3051><U+3069><U+51B7><U+3057><U+3083><U+3076>w
<U+51B7><U+3048><U+305F><U+4F53><U+306F><U+304A><U+9152><U+3067><U+6E29><U+3081><U+3088><U+3046><U+3068><U+601D><U+3044><U+307E><U+3059>( ´ <U+A4B3> ` )<U+FF89><U+0001F493>
<U+6B21><U+306F><U+713C><U+914E><U+304A><U+6E6F><U+5272><U+308A><U+304B><U+306A>~

<U+304B><U+3093><U+3071><U+30FC><U+3044><U+0001F37B><U+2728>
<U+826F><U+3044><U+591C><U+3092><U+0001F319>*<U+FF9F>

#<U+30C4><U+30A4><U+30C3><U+30BF><U+30FC><U+6669><U+914C><U+90E8>
#<U+6599><U+7406><U+597D><U+304D><U+306A><U+4EBA><U+3068><U+7E4B><U+304C><U+308A><U+305F><U+3044> https://t.co/Lk2A6HsjCX","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,"<U+30C4><U+30A4><U+30C3><U+30BF><U+30FC><U+6669><U+914C><U+90E8> <U+6599><U+7406><U+597D><U+304D><U+306A><U+4EBA><U+3068><U+7E4B><U+304C><U+308A><U+305F><U+3044>",,,,,,,,,,,,,"x904534896755982336","LacFBBc09T3vxL7","ja",,,,,,,,,,,,,,,,"x1321749191148802049","<U+304A><U+75B2><U+308C><U+69D8><U+3067><U+3059><U+2728>

<U+91CE><U+83DC><U+3092><U+305F><U+304F><U+3055><U+3093><U+98DF><U+3079><U+307E><U+3057><U+3087><U+3046><U+306E><U+65E5><U+0001F96C>
<U+5BD2><U+3044><U+3051><U+3069><U+51B7><U+3057><U+3083><U+3076>w
<U+51B7><U+3048><U+305F><U+4F53><U+306F><U+304A><U+9152><U+3067><U+6E29><U+3081><U+3088><U+3046><U+3068><U+601D><U+3044><U+307E><U+3059>( ´ <U+A4B3> ` )<U+FF89><U+0001F493>
<U+6B21><U+306F><U+713C><U+914E><U+304A><U+6E6F><U+5272><U+308A><U+304B><U+306A>~

<U+304B><U+3093><U+3071><U+30FC><U+3044><U+0001F37B><U+2728>
<U+826F><U+3044><U+591C><U+3092><U+0001F319>*<U+FF9F>

#<U+30C4><U+30A4><U+30C3><U+30BF><U+30FC><U+6669><U+914C><U+90E8>
#<U+6599><U+7406><U+597D><U+304D><U+306A><U+4EBA><U+3068><U+7E4B><U+304C><U+308A><U+305F><U+3044> https://t.co/Lk2A6HsjCX",2020-10-29 09:42:18,"Twitter for iPhone",100,3,"x904534896755982336","LacFBBc09T3vxL7","<U+3057><U+30FC>",2245,1599,6669,,"<U+6A2A><U+6D5C><U+0001F3E0><U+6BCE><U+65E5><U+306E><U+6669><U+914C><U+304C><U+697D><U+3057><U+307F><U+306A><U+30A2><U+30E9><U+30B5><U+30FC><U+5451><U+5175><U+885B><U+4E3B><U+5A66><U+3067><U+3059><U+0001F37B><U+898B><U+305F><U+76EE><U+306F><U+5973><U+6027><U+4E2D><U+8EAB><U+306F><U+304A><U+3058><U+3055><U+3093><U+0001F468><U+3068><U+3088><U+304F><U+8A00><U+308F><U+308C><U+307E><U+3059><U+0001F4A6><U+304A><U+9152><U+3068><U+8F9B><U+3044><U+7269><U+304C><U+5927><U+597D><U+304D><U+0001F336><U+307F><U+306A><U+3055><U+3093><U+306E><U+7F8E><U+5473><U+3057><U+305D><U+3046><U+306A><U+304A><U+6599><U+7406><U+3092><U+898B><U+3066><U+304A><U+9152><U+306E><U+30A2><U+30C6><U+3092><U+7814><U+7A76><U+4E2D><U+3002><U+30B3><U+30E1><U+30F3><U+30C8><U+3082><U+3089><U+3046><U+3068><U+559C><U+3073><U+307E><U+3059><U+0001F970><U+59CB><U+3081><U+305F><U+3070><U+304B><U+308A><U+306E><U+304A><U+5F01><U+5F53><U+30A2><U+30AB><U+3082><U+3042><U+308B><U+306E><U+3067><U+3088><U+304B><U+3063><U+305F><U+3089><U+898B><U+3066><U+304F><U+3060><U+3055><U+3044><U+2192>@qDkAw0UK2VMnr8K",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yama_dt33/status/1321764697184481281","<U+30E4><U+30DE>","<U+798F><U+5CF6><U+770C>","<U+65E5><U+3005><U+30A2><U+30CB><U+30E1><U+898B><U+306A><U+304C><U+3089><U+6669><U+914C><U+3059><U+308B><U+306E><U+304C><U+751F><U+304D><U+304C><U+3044><U+3001><U+4F11><U+809D><U+65E5><U+FF1F><U+4F55><U+305D><U+308C><U+7F8E><U+5473><U+3057><U+3044><U+306E><U+FF1F>",,FALSE,162,204,6,4591,5614,2020-03-03 09:27:35,FALSE,,,,"https://pbs.twimg.com/profile_banners/1234772339725758466/1602676566","","http://pbs.twimg.com/profile_images/1316347041719545856/oNHGeQRf_normal.jpg"
"x548281722","x1321764697163530240",2020-10-29 10:43:55,"tenori_henmi","<U+5BFA><U+9580><U+304C><U+4F5C><U+3063><U+3066><U+304F><U+308C><U+305F><U+306C><U+3044><U+3050><U+308B><U+307F><U+304C><U+304A><U+6C17><U+306B><U+5165><U+308A><U+3060><U+305C>","twittbot.net",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tenori_henmi/status/1321764697163530240","<U+624B><U+306E><U+308A><U+8FBA><U+898B>","<U+624B><U+306E><U+3072><U+3089><U+306E><U+4E0A>","<U+624B><U+306E><U+308A><U+30B5><U+30A4><U+30BA><U+306E><U+8FBA><U+898B><U+6E21><U+975E><U+516C><U+5F0F>bot<U+3067><U+3059><U+3002><U+4ED6><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC><U+306F><U+5927><U+304D><U+3044><U+307E><U+307E><U+3067><U+3059><U+3002><U+3053><U+3093><U+307A><U+3044><U+3068><U+3046><U+3092><U+904B><U+3076><U+306E><U+304C><U+4ED5><U+4E8B><U+3067><U+3059><U+3002><U+30D7><U+30ED><U+30D5><U+304B><U+3089><U+30A4><U+30CA><U+30A4><U+30EC><U+597D><U+304D><U+3060><U+3068><U+5224><U+65AD><U+3067><U+304D><U+306A><U+3044><U+5834><U+5408><U+30D6><U+30ED><U+30C3><U+30AF><U+3055><U+305B><U+3066><U+3044><U+305F><U+3060><U+304D><U+307E><U+3059><U+3002>","http://nanos.jp/tenorihenmi/",FALSE,74,102,2,145034,0,2012-04-08 06:28:53,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2064585168/_____3_normal.png"
"x969620055871934464","x1321764697176186881",2020-10-29 10:43:55,"dudaregis5","@juuxubas heheheh você q é <U+0001F63B><U+0001F63B><U+0001F63B>","Twitter for iPhone",20,"x1321653077770964992","x942154827190153216","juuxubas",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x942154827190153216","juuxubas","pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dudaregis5/status/1321764697176186881","baby girl <U+2665>",,"i would give you the world, baby girl","http://instagram.com/dudaregis_",FALSE,200,209,0,6429,8697,2018-03-02 17:06:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/969620055871934464/1595439092","","http://pbs.twimg.com/profile_images/1318889866260844544/5HwjfovS_normal.jpg"
"x892012192593199105","x1321764697176072193",2020-10-29 10:43:55,"alejandrinoxavi","BABY https://t.co/bwgnQ1ZfJ4","Twitter for iPad",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1321764624023187457/pu/img/kK1kY2DMRXvcZOQ9.jpg","https://t.co/bwgnQ1ZfJ4","https://twitter.com/archivedkdh/status/1321764653957967872/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1321764624023187457/pu/img/kK1kY2DMRXvcZOQ9.jpg","https://t.co/bwgnQ1ZfJ4","https://twitter.com/archivedkdh/status/1321764653957967872/video/1",,"x1118545458085814272","archivedkdh","en",,,,,,,,,,,,,,,,"x1321764653957967872","BABY https://t.co/bwgnQ1ZfJ4",2020-10-29 10:43:45,"Twitter for iPhone",2,2,"x1118545458085814272","archivedkdh","dahyun pics",10582,21,268,"#WeLoveYouJeongyeon","for queen #DAHYUN <U+2661>",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/alejandrinoxavi/status/1321764697176072193","<U+C790><U+BE44> | <U+0001D417><U+0001D41A><U+0001D42F><U+0001D422>","21:29","<U+0001D453><U+0001D45C><U+0001D45F> #<U+AE40><U+B2E4><U+D604> #<U+B2E4><U+D604> #Dahyun | <U+0001D403><U+0001D42E><U+0001D41B><U+0001D425><U+0001D422><U+0001D427><U+0001D420><U+0001D42C> | <U+0001D46B><U+0001D482><U+0001D489><U+0001D49A><U+0001D496><U+0001D48F>, <U+0001D483><U+0001D486><U+0001D494><U+0001D495> <U+0001D488><U+0001D48A><U+0001D493><U+0001D48D> | <U+0001D4ED><U+0001D4EA><U+0001D4F1><U+0001D502><U+0001D4FE><U+0001D4F7> <U+0001D4EA><U+0001D4F9><U+0001D4F9><U+0001D4FB><U+0001D4F8><U+0001D4FF><U+0001D4EE><U+0001D4ED>.",,FALSE,166,302,0,8743,33291,2017-07-31 13:20:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/892012192593199105/1603049400","","http://pbs.twimg.com/profile_images/1317911057029984257/_tkKuUEM_normal.jpg"
"x1137755978","x1321764697159380992",2020-10-29 10:43:55,"richfran68","Odell Beckham Jr just text me that his ACL is torn and that his season is over.","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x41369172","JosinaAnderson","en",,,,,,,,,,,,,,,,"x1320732259977146369","Odell Beckham Jr just text me that his ACL is torn and that his season is over.",2020-10-26 14:21:23,"TweetDeck",16407,3906,"x41369172","JosinaAnderson","IG: JosinaAnderson",181658,4016,49845,,"God's child. Emmy & NABJ Award Winner. Exclusive Interview & Breaking News savant. Signature Content Curator. RT's don't equal endorsements.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/richfran68/status/1321764697159380992","Rich","New Jersey, USA","Huge NYR, NYG and NYY fan !",,FALSE,426,949,1,4291,2413,2013-01-31 19:42:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/1137755978/1516491910","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1025908517570527239/XaAqS2jB_normal.jpg"
"x1292669802507571200","x1321764697171988480",2020-10-29 10:43:55,"BillyJe60246056","@LarryGrant95 If you win ring in Brooklyn that be your 1st ring","Twitter for Android",49,"x1321471205203800065","x79528450","LarryGrant95",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x79528450","LarryGrant95","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BillyJe60246056/status/1321764697171988480","Billy Jean",,"nothing",,FALSE,29,393,0,3039,1331,2020-08-10 03:51:27,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1300297673807978496/9rhGNb6L_normal.jpg"
"x2605509277","x1321764697159438336",2020-10-29 10:43:55,"ghost_of_a_deer","@geelemonway <U+043D><U+0438><U+0447><U+0435><U+0433><U+043E>, <U+043F><U+0440><U+043E><U+0441><U+0442><U+043E> <U+0437><U+0430><U+0431><U+0435><U+0439>","Twitter for Android",20,"x1321763433377837057","x613812747","geelemonway",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x613812747","geelemonway","ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ghost_of_a_deer/status/1321764697159438336","Edderkoppen","<U+0411><U+0435><U+043B><U+0430><U+0440><U+0443><U+0441><U+044C>","<U+0433><U+043E><U+043C><U+0438><U+0446><U+0438><U+0434><U+043E><U+043C><U+0430><U+043D>. <U+0430><U+043D><U+043F><U+043E><U+043F><U+044E><U+043B><U+0430><U+0440>. <U+044D><U+0441><U+0442><U+0435><U+0442><U+0438><U+043A><U+0430> <U+0440><U+0430><U+0437><U+0431><U+0438><U+0442><U+044B><U+0445> <U+0447><U+0435><U+0440><U+0435><U+043F><U+043E><U+0432> <U+0438> <U+0431><U+0430><U+043D><U+043E><U+043A> <U+043F><U+0438><U+0432><U+0430>. <U+043A><U+0440><U+0438><U+0447><U+0430><U+0449><U+0430><U+044F> <U+0436><U+0430><U+0431><U+0430>.",,FALSE,946,187,11,157147,19805,2014-07-05 13:32:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/2605509277/1601494319","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1311388339505856512/X21VCmHp_normal.jpg"
"x955974901805998080","x1321764697184460801",2020-10-29 10:43:55,"Gekioko_wolf","@clearmint_kuo <U+5929><U+4F53><U+3067><U+30DB><U+30C3><U+30C1><U+30AD><U+30B9><U+4F1D><U+8AAC><U+805E><U+304B><U+305B><U+3066><U+304F><U+3060><U+3055><U+3044><U+0001F60E>","Twitter for iPhone",19,"x1321763764497051648","x313900564","clearmint_kuo",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x313900564","clearmint_kuo","ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Gekioko_wolf/status/1321764697184460801","<U+6FC0><U+6012><U+30C9><U+30E9><U+30DF>@WOLF","<U+30E9><U+30B9><U+30B5><U+30D0><U+305F><U+3051><U+306E><U+3053><U+8ECD><U+3001>MMR","<U+5317><U+4E5D><U+5DDE><U+4F4F><U+307F><U+3002><U+30B8><U+30E7><U+30B8><U+30E7>LS<U+3001>SWDC<U+3001><U+8ECA><U+5C02><U+7528><U+3002><U+30D5><U+30A9><U+30ED><U+30FC><U+304A><U+6C17><U+8EFD><U+306B><U+3069><U+3046><U+305E>!<U+666E><U+6BB5><U+306F><U+6012><U+3063><U+3066><U+307E><U+305B><U+3093><U+3002><U+4ED5><U+4E8B><U+306F><U+30EC><U+30B9><U+30AD><U+30E5><U+30FC><U+968A><U+3002><U+5B9F><U+8ECA><U+306F>NCP131 g's(<U+30B5><U+30FC><U+30AD><U+30C3><U+30C8>) <U+6700><U+8FD1><U+306F><U+30E9><U+30B9><U+30B5><U+30D0><U+3070><U+304B><U+308A><U+3057><U+3066><U+307E><U+3059>",,FALSE,537,612,2,10051,8793,2018-01-24 01:25:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/955974901805998080/1602389164","","http://pbs.twimg.com/profile_images/1065278618459205632/yNuw6_Br_normal.jpg"
"x1450812338","x1321764697163526145",2020-10-29 10:43:55,"wombatscats58","Wild Whiskers form of Neighbourhood Watch was unique, but effective.
No carrots would vanish on her watch! https://t.co/BFF0kt7kYn","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x733318954374979586","jackie_french_","en",,,,,,,,,,,,,,,,"x1321755814848208896","Wild Whiskers form of Neighbourhood Watch was unique, but effective.
No carrots would vanish on her watch! https://t.co/BFF0kt7kYn",2020-10-29 10:08:37,"Twitter for iPhone",35,4,"x733318954374979586","jackie_french_","Jackie French",7936,1373,14495,"Braidwood, New South Wales","Author / Historian / Dyslexic / Ecologist / Honorary Wombat / Advocate for books, readers and stories and PIR/Copyright",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/wombatscats58/status/1321764697163526145","Ron Young","Central Coast","Loves Aust Animals especially Wombats and Quokkas , follows most women's sports especially Basketball #GoFlames",,FALSE,1202,4957,35,98808,160561,2013-05-23 07:40:18,FALSE,,,,"https://pbs.twimg.com/profile_banners/1450812338/1436352132","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/728922516719214592/sAMNLqaY_normal.jpg"
"x179723438","x1321764697163485184",2020-10-29 10:43:55,"TikiRes","@affalter_bach <U+305D><U+30FC><U+306A><U+3093><U+304B>ww","Twitter for iPhone",7,"x1321764551147155456","x1873261399","affalter_bach",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1873261399","affalter_bach","ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TikiRes/status/1321764697163485184","<U+30C6><U+30A3><U+30AD><U+7530><U+4E2D>","<U+65E5><U+672C>","<U+30EC><U+30C8><U+30ED><U+3082><U+6700><U+65B0><U+3082><U+4F55><U+3067><U+3082><U+904A><U+3076><U+30B2><U+30FC><U+30DE><U+30FC>!<U+30B2><U+30FC><U+30E0><U+304B><U+3089><U+591A><U+8DA3><U+5473><U+304C><U+59CB><U+307E><U+308A> VDJ·<U+30AE><U+30BF><U+30FC><U+3082><U+3059><U+308B>!<U+30B9><U+30C8>V<U+3067><U+306F><U+30DF><U+30AB><U+3092><U+4F7F><U+3044><U+3001><U+30B9><U+30D7><U+30E9><U+30C8><U+30A5><U+30FC><U+30F3>2<U+3067><U+306F><U+30DB><U+30AF><U+30B5><U+30A4><U+4F7F><U+3044><U+3067>X<U+5E2F><U+3067><U+9811><U+5F35><U+3063><U+3066><U+307E><U+3059>!",,FALSE,539,773,9,18996,9962,2010-08-18 00:00:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/179723438/1482747102","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1023117759612248064/3MObOL7f_normal.jpg"
"x1262598870892085249","x1321764697163509760",2020-10-29 10:43:55,"SSWRDOYI","@glossyyrush cntip","Twitter for Android",5,"x1321763051507339266","x1321750774762758144","glossyyrush",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1321750774762758144","glossyyrush","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SSWRDOYI/status/1321764697163509760","<U+2730> jin , <U+0001F996><U+0001F54A>","she/her • multi ","#SUHO #DOYOUNG #WINWIN #RENJUN  <U+0001D49A><U+0001D490><U+0001D496> <U+0001D495><U+0001D490><U+0001D48D><U+0001D485> <U+0001D48E><U+0001D486> <U+0001D48A> <U+0001D498><U+0001D482><U+0001D494> <U+0001D48F><U+0001D490><U+0001D495><U+0001D489><U+0001D48A><U+0001D48F><U+0001D488> <U+0001D494><U+0001D490> <U+0001D48A> <U+0001D483><U+0001D486><U+0001D484><U+0001D482><U+0001D48E><U+0001D486> <U+0001D494><U+0001D490><U+0001D48E><U+0001D486><U+0001D495><U+0001D489><U+0001D48A><U+0001D48F><U+0001D488>",,FALSE,2805,2776,38,35253,4310,2020-05-19 04:20:10,FALSE,,,,"https://pbs.twimg.com/profile_banners/1262598870892085249/1603809123","","http://pbs.twimg.com/profile_images/1321088536918085632/gew4Q4pA_normal.jpg"
"x831988962587586560","x1321764697176121344",2020-10-29 10:43:55,"KenTheFormosan","@jinsengterter Lín a-kong kám si Gî-lân-lâng?","Twitter for iPhone",30,"x1321763298128265216","x2580211843","jinsengterter",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x2580211843","jinsengterter","ro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KenTheFormosan/status/1321764697176121344","Sèhian",,"Góa chichhî Tâioân kap Phênô<U+0358> chubîn kap chubîn ê autai ànchiàu Kokchèhoat hoatlí chukoat kiànkok",,FALSE,433,284,5,63576,117204,2017-02-15 22:10:01,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1020837908339568641/5IPopj7__normal.jpg"
"x1265865373292744705","x1321764697155137537",2020-10-29 10:43:55,"__sunligh","@treasurebobbin MAMA’s Fan Choice Awards 

#MAMAVOTE #treasure #<U+D2B8><U+B808><U+C800> 
@treasuremembers","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,"MAMAVOTE treasure <U+D2B8><U+B808><U+C800>",,,,,,,,,,,,,"x1220607276043530240 x1318089001287340033 x1240627844868268033","picilixeu treasurebobbin treasuremembers","en",,,,,,,,,,,,,,,,"x1321763418299265025","@treasurebobbin MAMA’s Fan Choice Awards 

#MAMAVOTE #treasure #<U+D2B8><U+B808><U+C800> 
@treasuremembers",2020-10-29 10:38:50,"Twitter for Android",0,28,"x1220607276043530240","picilixeu","picil<U+0001F43F>",550,689,3281,,"<U+0001D681><U+0001D68A><U+0001D6A0><U+0001D69B><U+0001D69B><U+0001D69B>!!<U+2728><U+0001F497>",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/__sunligh/status/1321764697155137537","<U+0001D49C><U+0001D4CA><U+0001D4C1> <U+26A1><U+FE0E> || <U+0001D661><U+0001D656><U+0001D65C><U+0001D65E> <U+0001D663><U+0001D656><U+0001D657><U+0001D66A><U+0001D663><U+0001D65C> <U+20D7> <U+0001F54A>*<U+0CC3><U+0F04>","rawr ","<U+0001D429><U+0001D42C>, <U+D2B8><U+B808><U+C800> <U+0001D422> <U+0001D425><U+0001D428><U+0001D42F><U+0001D41E> <U+0001D432><U+0001D428><U+0001D42E>. <U+2601><U+FE0F>","https://secreto.site/id/16545864",FALSE,351,423,2,10513,2731,2020-05-28 04:40:18,FALSE,,,,"https://pbs.twimg.com/profile_banners/1265865373292744705/1603102536","","http://pbs.twimg.com/profile_images/1321708557985742848/JxUyLKzC_normal.jpg"
"x371286098","x1321764697180311553",2020-10-29 10:43:55,"dxy_invoker27","@pstlsira <U+3048><U+3063><U+3063><U+3063><U+3063><U+3063><U+307E><U+3058><U+3059><U+304B>w<U+3046><U+3089><U+3084><U+307E>!!ww
<U+79C1>HV<U+306F><U+30BF><U+30A4><U+30C8><U+30EB><U+3060><U+3051><U+6301><U+3063><U+3066><U+306A><U+3044><U+3093><U+3067><U+3059><U+3088><U+306D>…( ;<U+2200>;)","Twitter for iPad",47,"x1321764361426272261","x2717248483","pstlsira",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x2717248483","pstlsira","ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dxy_invoker27/status/1321764697180311553","<U+84EE>@DP<U+516D><U+6BB5>","<U+5BAE><U+5D0E><U+770C><U+90FD><U+57CE><U+5E02><U+751F><U+307E><U+308C><U+306E><U+795E><U+6238><U+5E02><U+6C11>","<U+3042><U+3044><U+3042><U+3080><U+30B2><U+30FC><U+30DF><U+30F3><U+30B0><U+6C5A><U+5B22><U+69D8><U+3010><U+5F10><U+5BFA><U+3011>HV<U+5168><U+56FD><U+5236><U+8987><U+2192><U+30A8><U+30EA><U+30A2>29<U+4F4D><U+3001><U+5E97><U+8217>13<U+4F4D>(370<U+5E97><U+8217>)<U+3001><U+7B50><U+4F53>9<U+4F4D>(782<U+53F0>)/<U+6B63><U+898F><U+53A8>/DPer(HV<U+4E5D><U+6BB5><U+0001F530><U+9054><U+6210><U+7387>53%)<U+3010>like<U+3011><U+6D77>/<U+6C34><U+65CF><U+9928>/<U+9752><U+8272>/<U+4EBA><U+9B5A>/<U+611B><U+72AC><U+306E><U+30DD><U+30E1>2<U+5339>/<U+9152><U+3010><U+4ED6><U+3011>2020<U+5E74>6<U+6708>26<U+65E5><U+306B><U+4EBA><U+751F><U+521D><U+306E><U+7D0D><U+8ECA><U+0001F699>","http://beatmania-clearlamp.com/djdata/risanova27/",FALSE,135,117,9,59084,30670,2011-09-10 15:15:27,FALSE,,,,"https://pbs.twimg.com/profile_banners/371286098/1593171014","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1207775527253110784/KLSUe9Ic_normal.jpg"
"x1250547572080619527","x1321764697167810560",2020-10-29 10:43:55,"bollywoodslove1","Naagin5 
Saturday- Sunday 8 PM https://t.co/QNCSynHkl4","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1321746508862009350/pu/img/HdOR3oZrHPbAvW8F.jpg","https://t.co/QNCSynHkl4","https://twitter.com/SurbhiChandna/status/1321746738806366208/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1321746508862009350/pu/img/HdOR3oZrHPbAvW8F.jpg","https://t.co/QNCSynHkl4","https://twitter.com/SurbhiChandna/status/1321746738806366208/video/1",,"x33242346","SurbhiChandna","en",,,,,,,,,,,,,,,,"x1321746738806366208","Naagin5 
Saturday- Sunday 8 PM https://t.co/QNCSynHkl4",2020-10-29 09:32:34,"Twitter for iPhone",545,152,"x33242346","SurbhiChandna","Surbhi Chandna",223564,64,3979,"Mumbai","Actor | Passionate | Sucker for Learning | Food Lover | Official Twitter Handle <U+24D5> : http://fb.me/OfficialSurbhiC IG- http://instagram.com/officialsurbhic",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bollywoodslove1/status/1321764697167810560","Bollywood's Lover <U+2776>",,"Dreamer . I learn from the past , I live the present , I prepare for the future . 
Crazy fan girl of @dheerajdhoopar @varun_dvn #PreeRan 

See you on YouTube ..","https://www.youtube.com/channel/UCr-C_2iOTq9bniMCmY9X-IA",FALSE,44,95,0,421,498,2020-04-15 22:13:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/1250547572080619527/1600435818","","http://pbs.twimg.com/profile_images/1313215269834305536/0ldqrjkn_normal.jpg"
